GLDay;GLMonth;GLYear;ConfigSKU;SKU;ConfigName;Supplier;Designer;Category;Buyer;Date QCed;01_WHSamples_OUT;02_SampleRoom_IN;03_SampleRoom_TO_studio;04_SampleRoom_FROM_studio;05_SampleRoom_OUT;06_WHSamples_IN
;;;1I4M958;1I4M9580034;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-10 00:00:00
;;;1F1G361;1F1G361OSFA;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-10 00:00:00
;;;U14Y9E9;U14Y9E9OSFA;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;;;
;;;TZEY621;TZEY621000M;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-10 00:00:00
;;;291EF7V;291EF7V036M;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-10 00:00:00
;;;1YAWAC3;1YAWAC3OSFA;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-09 00:00:00;2015-03-09 00:00:00;2015-03-10 00:00:00
;;;1CC4LIK;1CC4LIK0007;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-10 00:00:00
;;;22Q29BO;22Q29BO00NA;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-11 00:00:00;2015-03-11 00:00:00;
;;;1BP959C;1BP959C0007;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-10 00:00:00
;;;19U8C52;19U8C52000M;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;2015-03-10 00:00:00
;;;TKWR57F;TKWR57F0007;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-10 00:00:00
;;;268P5QC;268P5QC0001;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;18E8T28;18E8T28OSFA;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-10 00:00:00
;;;21A1P3P;21A1P3P0034;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;2015-03-10 00:00:00
;;;XN7M88D;XN7M88DOSFA;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;1LHBPSH;1LHBPSH0ALL;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;;;2015-02-26 00:00:00;
;;;R925TG9;R925TG90007;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-10 00:00:00
;;;418N7WV;418N7WV000M;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-10 00:00:00
;;;Y38SI6N;Y38SI6N0034;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-09 00:00:00
;;;X1N2JFM;X1N2JFMOSFA;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;;;
;;;3ZO25M7;3ZO25M70034;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-10 00:00:00
;;;X29E95A;X29E95A0034;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-10 00:00:00
;;;WQ275HH;WQ275HH000M;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-10 00:00:00
;;;X3EDN2T;X3EDN2T000M;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;2015-03-10 00:00:00
;;;S2K2AT1;S2K2AT1036M;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;;2015-02-26 00:00:00;2015-03-10 00:00:00
;;;RUFPMK3;RUFPMK3OSFA;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-09 00:00:00;2015-03-09 00:00:00;2015-03-10 00:00:00
;;;4A6D6KS;4A6D6KS0007;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-10 00:00:00
;;;4E1596U;4E1596UOSFA;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-03 00:00:00;;2015-03-09 00:00:00
;;;45EM859;45EM8590034;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-10 00:00:00
;;;WLO3ML6;WLO3ML60034;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;;2015-02-26 00:00:00;2015-03-10 00:00:00
;;;4MN2I4S;4MN2I4S0001;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;517TCV2;517TCV2036M;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-10 00:00:00
;;;WL3667G;WL3667G0010;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;;
;;;3M2IIGT;3M2IIGT0ALL;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;;;2015-02-26 00:00:00;2015-03-09 00:00:00
;;;Y5E96RD;Y5E96RD0034;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-09 00:00:00
;;;4FS772B;4FS772B0034;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-09 00:00:00
;;;QT89LWV;QT89LWV00NA;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-03-11 00:00:00;2015-03-11 00:00:00;
;;;51143GL;51143GL0010;;;;;;;2015-02-23 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;2015-02-26 00:00:00;;
;;;AE3I799;AE3I7990034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;AE17733;AE177330034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;18V2737;18V27371012;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;;;2015-03-27 00:00:00
;;;YY5R7NZ;YY5R7NZ000M;;;;;;;2015-02-25 00:00:00;2015-03-17 00:00:00;2015-03-17 00:00:00;2015-03-24 00:00:00;2015-03-24 00:00:00;
;;;HK6J5IB;HK6J5IB000M;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-03 00:00:00;;;2015-03-10 00:00:00
;;;1D52X75;1D52X75056Y;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;2015-03-27 00:00:00
;;;1C5YF43;1C5YF4300NA;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-10 00:00:00
;;;1C73ILU;1C73ILU000M;;;;;;;2015-02-25 00:00:00;2015-03-17 00:00:00;2015-03-17 00:00:00;2015-03-24 00:00:00;2015-03-24 00:00:00;
;;;1CA8B9N;1CA8B9N067Y;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;
;;;YT9KD8C;YT9KD8C056Y;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;2015-03-27 00:00:00
;;;1CP6S9F;1CP6S9F00NA;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-10 00:00:00
;;;9YDA175;9YDA175000M;;;;;;;2015-02-25 00:00:00;2015-03-17 00:00:00;2015-03-17 00:00:00;2015-03-24 00:00:00;2015-03-24 00:00:00;
;;;E727W3W;E727W3W0034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;H62FF71;H62FF710034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;AU66K31;AU66K310034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;E779253;E7792530034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;Y82237N;Y82237N0034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;YBO6666;YBO66660034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;;;2015-03-27 00:00:00
;;;YKF482O;YKF482O0034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;135J291;135J29100NA;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;
;;;ESUEZR6;ESUEZR60034;;;;;;;2015-02-25 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-05-11 00:00:00;2015-05-11 00:00:00;2015-06-01 00:00:00
;;;D4A6V87;D4A6V870034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00;2015-03-09 00:00:00;2015-03-30 00:00:00
;;;CC52EBO;CC52EBO000M;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;C792FK4;C792FK40034;;;;;;;2015-02-25 00:00:00;2015-05-04 00:00:00;2015-05-04 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-05-29 00:00:00
;;;14S9T22;14S9T220034;;;;;;;2015-02-25 00:00:00;;;;;
;;;F134918;F134918OSFA;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;BY17E4R;BY17E4R1012;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;2015-03-27 00:00:00
;;;F7FE699;F7FE6991012;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;2015-03-27 00:00:00
;;;BN8PRYY;BN8PRYY000M;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;;;2015-03-10 00:00:00
;;;FV9VJDE;FV9VJDE00NA;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;
;;;BN1Q8RZ;BN1Q8RZ000M;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;YMWU451;YMWU4510034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;G7J3992;G7J39921012;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;2015-03-27 00:00:00
;;;GRI7IEZ;GRI7IEZ0007;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;17K1766;17K1766000M;;;;;;;2015-02-25 00:00:00;2015-04-14 00:00:00;2015-04-14 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-05-14 00:00:00
;;;1837JF1;1837JF1OSFA;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;AFRO2SD;AFRO2SD000M;;;;;;;2015-02-25 00:00:00;2015-03-17 00:00:00;2015-03-17 00:00:00;2015-03-24 00:00:00;2015-03-24 00:00:00;
;;;52DTAWD;52DTAWD0034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00;2015-03-09 00:00:00;2015-03-30 00:00:00
;;;Z1Y4H3K;Z1Y4H3KOSFA;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;9BGDRJ6;9BGDRJ60034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;35PA45I;35PA45I0034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;764PDMS;764PDMS1012;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;
;;;3867T2J;3867T2J0034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;3BG1XX4;3BG1XX40034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;3I351WN;3I351WN1012;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;
;;;3I9514L;3I9514L000M;;;;;;;2015-02-25 00:00:00;2015-03-17 00:00:00;2015-03-17 00:00:00;2015-03-24 00:00:00;2015-03-24 00:00:00;
;;;3KJ2W35;3KJ2W350034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;72C5ADR;72C5ADR0007;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;6TYV4PP;6TYV4PP067Y;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;2015-03-11 00:00:00;2015-03-11 00:00:00;2015-03-27 00:00:00
;;;6O54797;6O547970034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;3NN9B5R;3NN9B5R00NA;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-10 00:00:00
;;;3SHOY34;3SHOY341012;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;
;;;68OP9B9;68OP9B90034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;3SK39E4;3SK39E4000M;;;;;;;2015-02-25 00:00:00;2015-03-17 00:00:00;2015-03-17 00:00:00;2015-03-24 00:00:00;2015-03-24 00:00:00;
;;;3XJ5FTK;3XJ5FTK0034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;67Y41L2;67Y41L20034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-11 00:00:00;2015-03-11 00:00:00;2015-03-27 00:00:00
;;;658XGQP;658XGQP1012;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;;;
;;;64BCI3O;64BCI3O000M;;;;;;;2015-02-25 00:00:00;;;;;
;;;63B2424;63B2424000M;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;62K179I;62K179I000M;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;5VM9169;5VM916900NA;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;2015-03-10 00:00:00
;;;5VKJ3P1;5VKJ3P1912M;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;
;;;418N6W8;418N6W80034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;5M8KNR4;5M8KNR40010;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00;2015-03-09 00:00:00;2015-03-10 00:00:00
;;;499G472;499G4720034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;58E39B2;58E39B200NA;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-10 00:00:00
;;;57BH916;57BH91600NA;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-10 00:00:00
;;;4PD85Z1;4PD85Z11012;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;
;;;53214I3;53214I30034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;77178BT;77178BT00NA;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-10 00:00:00
;;;1PU24NC;1PU24NC0010;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;;;2015-03-09 00:00:00
;;;787RLA7;787RLA7056Y;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;2015-03-27 00:00:00
;;;Z5EIGHO;Z5EIGHO0034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;994862L;994862L912M;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;2015-03-27 00:00:00
;;;1X1P457;1X1P45700NA;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;
;;;966YF9S;966YF9S000M;;;;;;;2015-02-25 00:00:00;2015-03-17 00:00:00;2015-03-17 00:00:00;2015-03-24 00:00:00;2015-03-24 00:00:00;
;;;21R7V23;21R7V2300NA;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-10 00:00:00
;;;8V8T68S;8V8T68S036M;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;
;;;23YQVO9;23YQVO9000M;;;;;;;2015-02-25 00:00:00;;;;;
;;;51QW3B4;51QW3B4000M;;;;;;;2015-02-25 00:00:00;2015-03-17 00:00:00;2015-03-17 00:00:00;2015-03-24 00:00:00;2015-03-24 00:00:00;
;;;244VU33;244VU330034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;8S12QFT;8S12QFT00NA;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-10 00:00:00
;;;8QTV7N4;8QTV7N4067Y;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;2015-03-27 00:00:00
;;;8LQ16S9;8LQ16S90034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;24HIW2J;24HIW2J1012;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;
;;;25M7958;25M7958024M;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;
;;;8J85C6B;8J85C6B0034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;26KZ6KT;26KZ6KT1012;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;2015-03-27 00:00:00
;;;27BE35H;27BE35HOSFA;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;Z5PE1W2;Z5PE1W20034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;282I9A3;282I9A30034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;87J45O2;87J45O2067Y;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;2015-03-27 00:00:00
;;;2J4W59A;2J4W59A0034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;841Q5NF;841Q5NF0034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-11 00:00:00;;2015-03-27 00:00:00
;;;2R22KBC;2R22KBC000M;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00;2015-03-09 00:00:00;2015-03-10 00:00:00
;;;2UA9W18;2UA9W1800NA;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-10 00:00:00
;;;7IWCY49;7IWCY49056Y;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;2015-03-27 00:00:00
;;;32393B5;32393B51012;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;2015-03-27 00:00:00
;;;7I1QED1;7I1QED1000M;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;7G7ZUG2;7G7ZUG20034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00;2015-03-09 00:00:00;2015-03-30 00:00:00
;;;7D1O36Q;7D1O36Q00NA;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;
;;;79A7X65;79A7X650007;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;3566CJV;3566CJV00NA;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;
;;;68211R8;68211R8912M;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;2015-03-27 00:00:00
;;;X96V649;X96V6490034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;QX42UG8;QX42UG800NA;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;;;
;;;S4L42R9;S4L42R90034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;OEUWX78;OEUWX780034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;L5X2766;L5X2766024M;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-03 00:00:00;;;
;;;O85D3C8;O85D3C800NA;;;;;;;2015-02-25 00:00:00;2015-03-02 00:00:00;2015-03-02 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-10 00:00:00
;;;J2J6EQC;J2J6EQC0034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
;;;SYA1377;SYA13770034;;;;;;;2015-02-25 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-03 00:00:00;2015-03-09 00:00:00
