Order ID,Invoice,Ref,,Status,Tax date,Delivery due,Drop-ship,Contact,Amount,Paid,Actions
PO#342558,,Diane July2015/6,No stock items received,Sent to Dynaman,24 Jun 2015,24 Jun 2015,No,Smitten ,R984.00,R0.00,
,,,,,,,,,,,
PO#342557,,Diane July2015/4,Stock items partially received,Dynaman - Goods received,05 Jun 2015,05 Jun 2015,No,POLO ,"R6,645.06",R0.00,
,,,,,,,,,,,
PO#342556,,Diane July2015/3,No stock items received,Sent to Dynaman,24 Jun 2015,24 Jun 2015,No,Mina Moo ,"R2,188.80",R0.00,
,,,,,,,,,,,
PO#342555,,Diane July2015/2,No stock items received,PO Emailed To Supplier,15 Jul 2015,15 Jul 2015,No,Guess The House Of Busby,"R5,816.99",R0.00,
,,,,,,,,,,,
PO#342554,,Diane July2015/1,Stock items partially received,Dynaman - Goods received,17 Jun 2015,17 Jun 2015,No,Footwork ,R940.50,R0.00,
,,,,,,,,,,,
PO#342553,,Diane1 June2015/8,Stock items partially received,Dynaman - Goods received,27 May 2015,27 May 2015,No,Soviet ,"R3,830.40",R0.00,
,,,,,,,,,,,
PO#342552,,Diane1 June2015/7,Stock items partially received,Dynaman - Goods Part Received,03 Jun 2015,03 Jun 2015,No,Sticky Fudge ,"R6,292.80",R0.00,
,,,,,,,,,,,
PO#342551,,Diane1 June2015/6,Stock items partially received,Dynaman - Goods received,03 Jun 2015,03 Jun 2015,No,POLO ,"R11,501.46",R0.00,
,,,,,,,,,,,
PO#342550,,Diane1 June2015/5,Stock items partially received,Dynaman - Goods Part Received,27 May 2015,27 May 2015,No,Mina Moo ,"R1,094.40",R0.00,
,,,,,,,,,,,
PO#342549,,Diane1 June2015/4,Stock items partially received,Dynaman - Goods Part Received,27 May 2015,27 May 2015,No,Jewels and Lace ,R923.40,R0.00,
,,,,,,,,,,,
PO#342548,,Diane1 June2015/3,Stock items partially received,Dynaman - Goods Part Received,10 Jun 2015,10 Jun 2015,No,Guess The House Of Busby,"R2,392.00",R0.00,
,,,,,,,,,,,
PO#342547,,Diane1 June2015/2,Stock items partially received,Dynaman - Goods received,20 May 2015,20 May 2015,No,Footwork ,"R1,692.90",R0.00,
,,,,,,,,,,,
PO#342546,,Diane1 June2015/1,Stock items partially received,Dynaman - Goods received,20 May 2015,20 May 2015,No,Foot Focus ,"R2,134.08",R0.00,
,,,,,,,,,,,
PO#342516,,OS- 13.05.15,Stock items partially received,Dynaman - Goods Part Received,13 May 2015,18 May 2015,No,WAREHOUSE OVERSUPPLY WAREHOUSE OVERSUPPLY,"R16,637.07",R0.00,
,,,,,,,,,,,
PO#342464,,,All stock items received,Dynaman - Goods received,13 May 2015,14 May 2015,No,Diesel ,R912.00,R0.00,
,,,,,,,,,,,
PO#342462,,Willem December2014/1a,All stock items received,Dynaman - Goods received,13 May 2015,13 May 2015,No,STYLE REPUBLIC-Pink Velvet ,R855.00,R0.00,
,,,,,,,,,,,
PO#342431,,Diane June2015/1,Stock items partially received,Dynaman - Goods received,15 May 2015,15 May 2015,No,Just Chillin ,"R2,929.80",R0.00,
,,,,,,,,,,,
PO#342252,,jeannemarie_gomes_june_2015,Stock items partially received,Dynaman - Goods received,12 May 2015,01 Jun 2015,No,Revenge ,"R10,533.60",R0.00,
,,,,,,,,,,,
PO#342251,,jeannemarie_gomes_june_2015,Stock items partially received,Dynaman - Goods received,12 May 2015,01 Jun 2015,No,Colleen Eitzen Colleen Eitzen Designs,"R3,990.00",R0.00,
,,,,,,,,,,,
PO#342070,,,Stock items partially received,Dynaman - Goods Part Received,12 May 2015,13 May 2015,No,C INCH-Pink Velvet ,"R17,727.90",R0.00,
,,,,,,,,,,,
PO#342051,,,Stock items partially received,Dynaman - Goods Part Received,12 May 2015,14 May 2015,No,C INCH-Chapatti ,"R28,488.60",R0.00,
,,,,,,,,,,,
PO#342013,,cross over frill dress,Stock items partially received,Dynaman - Goods Part Received,12 May 2015,14 May 2015,No,edit-afrodizzy ,"R23,940.00",R0.00,
,,,,,,,,,,,
PO#341755,,cowl top,Stock items partially received,Dynaman - Goods Part Received,12 May 2015,13 May 2015,No,STYLE REPUBLIC-Kate Jordan ,"R14,364.00",R0.00,
,,,,,,,,,,,
PO#341096,,162840,Stock items partially received,Dynaman - Goods received,11 May 2015,18 May 2015,No,Shine ,"R49,959.36",R0.00,
,,,,,,,,,,,
PO#341095,,,No stock items received,PO Emailed To Supplier,11 May 2015,12 May 2015,No,ICON Beauty ,"R3,323.88",R0.00,
,,,,,,,,,,,
PO#341055,,Mia dispcrepancy 11/05/2015,Stock items partially received,Dynaman - Goods received,11 May 2015,17 May 2015,No,Spree QC QC Team,"R31,800.98",R0.00,
,,,,,,,,,,,
PO#340862,,sample back,Stock items partially received,Dynaman - Goods Part Received,11 May 2015,11 May 2015,No,edited-Posse ,"R1,197.00",R0.00,
,,,,,,,,,,,
PO#340861,,,Stock items partially received,Dynaman - Goods Part Received,11 May 2015,16 May 2015,No,C INCH-Pink Velvet ,"R7,472.70",R0.00,
,,,,,,,,,,,
PO#340051,,,Stock items partially received,Dynaman - Goods received,08 May 2015,13 May 2015,No,C INCH-Chapatti ,"R25,909.62",R0.00,
,,,,,,,,,,,
PO#340050,,,Stock items partially received,Dynaman - Goods Part Received,08 May 2015,11 May 2015,No,(C) INCH-Kate Jordan Designs ,"R15,960.00",R0.00,
,,,,,,,,,,,
PO#340011,,,Stock items partially received,Dynaman - Goods Part Received,08 May 2015,11 May 2015,No,C INCH-Pink Velvet ,"R6,734.62",R0.00,
,,,,,,,,,,,
PO#339955,,,No stock items received,Draft PO,08 May 2015,11 May 2015,No,Grapevine Fashion ,"R30,469.99",R0.00,
,,,,,,,,,,,
PO#339942,,fit & flare dress,Stock items partially received,Dynaman - Goods Part Received,08 May 2015,12 May 2015,No,STYLE REPUBLIC-Kate Jordan ,"R21,888.00",R0.00,
,,,,,,,,,,,
PO#339887,,long sleeve maxi dress,Stock items partially received,Dynaman - Goods Part Received,08 May 2015,13 May 2015,No,STYLE REPUBLIC-Kate Jordan ,"R19,699.20",R0.00,
,,,,,,,,,,,
PO#339753,,Next march kids sampels box 2,No stock items received,PO Emailed To Supplier,08 May 2015,22 May 2015,No,Next ,"R10,919.45",R0.00,
,,,,,,,,,,,
PO#339752,,,-,Draft PO,08 May 2015,10 May 2015,No,Next ,R0.00,R0.00,
,,,,,,,,,,,
PO#339721,,kimono tie dress,Stock items partially received,Dynaman - Goods Part Received,08 May 2015,11 May 2015,No,STYLE REPUBLIC-Kate Jordan ,"R19,836.00",R0.00,
,,,,,,,,,,,
PO#339684,,Next march kids samples box 1,No stock items received,PO Emailed To Supplier,08 May 2015,22 May 2015,No,Next ,"R16,520.14",R0.00,
,,,,,,,,,,,
PO#339683,,high neck t-shirt,Stock items partially received,Dynaman - Goods received,08 May 2015,11 May 2015,No,edit-Kate Jordan ,"R11,132.10",R0.00,
,,,,,,,,,,,
PO#339682,,jeannemarie_gomes_may_2015,All stock items received,Dynaman - Goods received,08 May 2015,15 May 2015,No,Colleen Eitzen Colleen Eitzen Designs,"R9,576.00",R0.00,
,,,,,,,,,,,
PO#339569,,Kristy July2015/7,Stock items partially received,Dynaman - Goods Part Received,08 May 2015,17 Jun 2015,No,Soviet ,"R4,377.60",R0.00,
,,,,,,,,,,,
PO#339568,,Kristy July2015/6,Stock items partially received,Dynaman - Goods received,08 May 2015,10 Jun 2015,No,PC Hometextiles CC ,"R5,983.02",R0.00,
,,,,,,,,,,,
PO#339567,,Kristy July2015/5,Stock items partially received,Dynaman - Goods Part Received,08 May 2015,10 Jun 2015,No,Pierre Cardin Intershu Distributors,"R13,994.65",R0.00,
,,,,,,,,,,,
PO#339566,,Kristy July2015/4,No stock items received,Dynaman - PO Created,08 May 2015,24 Jun 2015,No,Miss Black ,"R14,911.20",R0.00,
,,,,,,,,,,,
PO#339565,,Kristy July2015/3,Stock items partially received,Dynaman - Goods received,08 May 2015,17 Jun 2015,No,Levi's Levi Strauss South Africa,"R12,585.60",R0.00,
,,,,,,,,,,,
PO#339564,,Kristy July2015/2,No stock items received,Dynaman - PO Created,08 May 2015,10 Jun 2015,No,Footwork ,"R12,444.02",R0.00,
,,,,,,,,,,,
PO#339563,,Kristy July2015/1,No stock items received,Dynaman - PO Created,08 May 2015,08 Jul 2015,No,Dazzle ,"R6,498.00",R0.00,
,,,,,,,,,,,
PO#339562,,Kristy June2015/12,Stock items partially received,Dynaman - Goods Part Received,08 May 2015,20 May 2015,No,Soviet ,"R9,028.80",R0.00,
,,,,,,,,,,,
PO#339561,,Kristy June2015/11,Stock items partially received,Dynaman - Goods received,08 May 2015,27 May 2015,No,Queue shoes Queue shoes,"R89,056.80",R0.00,
,,,,,,,,,,,
PO#339560,,Kristy June2015/10,No stock items received,Dynaman - PO Created,08 May 2015,03 Jun 2015,No,Plum Global Worming,"R18,344.88",R0.00,
,,,,,,,,,,,
PO#339559,,Kristy June2015/9,Stock items partially received,Dynaman - Goods Part Received,08 May 2015,20 May 2015,No,PC Hometextiles CC ,"R3,692.92",R0.00,
,,,,,,,,,,,
PO#339558,,Kristy June2015/8,All stock items received,Dynaman - Goods received,08 May 2015,27 May 2015,No,Pauls Boutique Paul's Boutique & Marc B,"R6,292.80",R0.00,
,,,,,,,,,,,
PO#339557,,Kristy June2015/7,No stock items received,Dynaman - PO Created,08 May 2015,27 May 2015,No,Miss Black ,"R12,996.00",R0.00,
,,,,,,,,,,,
PO#339556,,Kristy June2015/6,Stock items partially received,Dynaman - Goods received,08 May 2015,27 May 2015,No,Levi's Levi Strauss South Africa,"R11,354.40",R0.00,
,,,,,,,,,,,
PO#339555,,Kristy June2015/5,Stock items partially received,Dynaman - Goods received,08 May 2015,20 May 2015,No,Gino Paoli Gino Paoli Shoes Footwear,"R19,391.40",R0.00,
,,,,,,,,,,,
PO#339554,,Kristy June2015/4,Stock items partially received,Dynaman - Goods received,08 May 2015,13 May 2015,No,Gia ,"R7,524.00",R0.00,
,,,,,,,,,,,
PO#339553,,Kristy June2015/3,Stock items partially received,Dynaman - Goods received,08 May 2015,13 May 2015,No,Errol Arendz ,"R9,456.98",R0.00,
,,,,,,,,,,,
PO#339552,,Kristy June2015/2,No stock items received,Dynaman - PO Created,08 May 2015,20 May 2015,No,Dazzle ,"R12,996.00",R0.00,
,,,,,,,,,,,
PO#339551,,Kristy June2015/1,No stock items received,Dynaman - PO Created,08 May 2015,13 May 2015,No,Converse Skye Distribution,"R29,544.72",R0.00,
,,,,,,,,,,,
PO#339310,,waterfall coat,Stock items partially received,Dynaman - Goods received,07 May 2015,11 May 2015,No,STYLE REPUBLIC-Afrodizzy ,"R20,605.50",R0.00,
,,,,,,,,,,,
PO#339284,,tipped blouse,Stock items partially received,Dynaman - Goods Part Received,07 May 2015,11 May 2015,No,edit-afrodizzy ,"R15,680.70",R0.00,
,,,,,,,,,,,
PO#339283,,trench dress,Stock items partially received,Dynaman - Goods Part Received,07 May 2015,11 May 2015,No,edit-afrodizzy ,"R23,940.00",R0.00,
,,,,,,,,,,,
PO#339282,,split neck tunic,Stock items partially received,Dynaman - Goods received,07 May 2015,11 May 2015,No,edit-afrodizzy ,"R15,903.00",R0.00,
,,,,,,,,,,,
PO#338820,,Bukiwe June2015/18,Stock items partially received,Dynaman - Goods received,07 May 2015,18 May 2015,No,Watson ,"R22,093.20",R0.00,
,,,,,,,,,,,
PO#338819,,Bukiwe June2015/17,Stock items partially received,Dynaman - Goods received,07 May 2015,18 May 2015,No,The North Face ,"R38,587.38",R0.00,
,,,,,,,,,,,
PO#338818,,Bukiwe June2015/16,Stock items partially received,Dynaman - Goods received,07 May 2015,18 May 2015,No,Stance ,"R4,379.78",R0.00,
,,,,,,,,,,,
PO#338817,,Bukiwe June2015/15,Stock items partially received,Dynaman - Goods received,07 May 2015,18 May 2015,No,Reebok ,"R18,768.96",R0.00,
,,,,,,,,,,,
PO#338816,,Bukiwe June2015/14,All stock items received,Dynaman - Goods received,07 May 2015,18 May 2015,No,Pringle of Scotland The Scottish Knitwear-pringle,"R4,392.42",R0.00,
,,,,,,,,,,,
PO#338815,,Bukiwe June2015/13,All stock items received,Dynaman - Goods received,07 May 2015,18 May 2015,No,POLO ,"R9,110.88",R0.00,
,,,,,,,,,,,
PO#338814,,Bukiwe June2015/12,Stock items partially received,Dynaman - Goods received,07 May 2015,18 May 2015,No,Onitsuka Tiger ,"R39,576.24",R0.00,
,,,,,,,,,,,
PO#338813,,Bukiwe June2015/11,No stock items received,Cancel PO,07 May 2015,18 May 2015,No,KG ,"R6,156.00",R0.00,
,,,,,,,,,,,
PO#338812,,Bukiwe June2015/10,Stock items partially received,Dynaman - Goods Part Received,07 May 2015,18 May 2015,No,Jockey ,"R2,149.13",R0.00,
,,,,,,,,,,,
PO#338811,,Bukiwe June2015/9,Stock items partially received,Dynaman - Goods received,07 May 2015,18 May 2015,No,Hush Puppies ,"R28,728.00",R0.00,
,,,,,,,,,,,
PO#338810,,Bukiwe June2015/8,No stock items received,PO Emailed To Supplier,07 May 2015,18 May 2015,No,Head Honcho ,"R3,306.00",R0.00,
,,,,,,,,,,,
PO#338809,,Bukiwe June2015/7,Stock items partially received,Dynaman - Goods received,07 May 2015,18 May 2015,No,Grasshoppers ,"R20,109.60",R0.00,
,,,,,,,,,,,
PO#338808,,Bukiwe June2015/6,All stock items received,Dynaman - Goods received,07 May 2015,18 May 2015,No,FALKE ,R584.14,R0.00,
,,,,,,,,,,,
PO#338807,,Bukiwe June2015/5,No stock items received,PO Emailed To Supplier,07 May 2015,18 May 2015,No,edited - Woodheads ,"R2,713.20",R0.00,
,,,,,,,,,,,
PO#338806,,Bukiwe June2015/4,Stock items partially received,Dynaman - Goods received,07 May 2015,18 May 2015,No,Diesel ,"R14,250.00",R0.00,
,,,,,,,,,,,
PO#338805,,Bukiwe June2015/3,No stock items received,PO Emailed To Supplier,07 May 2015,18 May 2015,No,Casio ,"R5,093.52",R0.00,
,,,,,,,,,,,
PO#338804,,Bukiwe June2015/2,Stock items partially received,Dynaman - Goods Part Received,07 May 2015,18 May 2015,No,C Squared ,"R3,363.00",R0.00,
,,,,,,,,,,,
PO#338803,,Bukiwe June2015/1,All stock items received,Dynaman - Goods received,07 May 2015,18 May 2015,No,Butan ,"R2,850.00",R0.00,
,,,,,,,,,,,
PO#338727,,WMay: Grey raglan,Stock items partially received,Dynaman - Goods received,07 May 2015,07 May 2015,No,STYLE REPUBLIC-Kate Jordan ,"R3,135.00",R0.00,
,,,,,,,,,,,
PO#338698,,Jean1 June2015/1,Stock items partially received,Dynaman - Goods received,07 May 2015,19 May 2015,No,Passionknit ,"R54,355.20",R0.00,
,,,,,,,,,,,
PO#338361,,,Stock items partially received,Dynaman - Goods Part Received,06 May 2015,08 May 2015,No,(C) INCH-Kate Jordan Designs ,"R32,376.00",R0.00,
,,,,,,,,,,,
PO#338360,,Zendesk grasshoppers,All stock items received,Dynaman - Goods received,06 May 2015,08 May 2015,No,Grasshoppers ,R433.20,R0.00,
,,,,,,,,,,,
PO#338251,,,Stock items partially received,Dynaman - Goods Part Received,06 May 2015,07 May 2015,No,C INCH-Pink Velvet ,"R23,023.44",R0.00,
,,,,,,,,,,,
PO#338203,,"#teagan, #callan & #shelly",Stock items partially received,Dynaman - Goods received,06 May 2015,08 May 2015,No,Style Republic-CHAPATTI ,"R6,414.73",R0.00,
,,,,,,,,,,,
PO#337900,,Sample,No stock items received,Cancel PO,06 May 2015,12 May 2015,No,Sies!Isabelle Fashion Agent - Sies!Isabelle,R590.52,R0.00,
,,,,,,,,,,,
PO#337899,,sleeveless cape,Stock items partially received,Dynaman - Goods received,06 May 2015,08 May 2015,No,STYLE REPUBLIC-Sage ,"R12,996.00",R0.00,
,,,,,,,,,,,
PO#337766,,cape,Stock items partially received,Dynaman - Goods Part Received,06 May 2015,07 May 2015,No,edit-Sage ,"R16,416.00",R0.00,
,,,,,,,,,,,
PO#337764,,Catherine June2015/1,Stock items partially received,Dynaman - Goods Part Received,06 May 2015,18 May 2015,No,edit-Shanny Clothing ,"R9,439.20",R0.00,
,,,,,,,,,,,
PO#337376,,Samples,All stock items received,Dynaman - Goods received,05 May 2015,11 May 2015,No,Spree QC QC Team,"R3,355.35",R0.00,
,,,,,,,,,,,
PO#337342,,hanky hem tunic,Stock items partially received,Dynaman - Goods Part Received,05 May 2015,07 May 2015,No,edit-Sage ,"R14,962.50",R0.00,
,,,,,,,,,,,
PO#337314,,fit & flare dress,Stock items partially received,Dynaman - Goods received,05 May 2015,07 May 2015,No,edit-Sage ,"R20,520.00",R0.00,
,,,,,,,,,,,
PO#337271,,belted dress,Stock items partially received,Dynaman - Goods Part Received,05 May 2015,07 May 2015,No,edit-Sage ,"R21,888.00",R0.00,
,,,,,,,,,,,
PO#337115,,Beauty June/3,Stock items partially received,Dynaman - Goods received,05 May 2015,20 May 2015,No,Icon Beauty ,"R53,014.85",R0.00,
,,,,,,,,,,,
PO#337113,,Beauty June/2,No stock items received,PO Emailed To Supplier,05 May 2015,20 May 2015,No,Loreal ,"R3,796.20",R0.00,
,,,,,,,,,,,
PO#337105,,Beauty June/1,Stock items partially received,Dynaman - Goods received,05 May 2015,18 May 2015,No,Cosmetix ,"R17,694.93",R0.00,
,,,,,,,,,,,
PO#337015,,Catherine June2015/3,Stock items partially received,Dynaman - Goods Part Received,05 May 2015,01 Jun 2015,No,Me-a-mama ,"R22,943.66",R0.00,
,,,,,,,,,,,
PO#337014,,Catherine June2015/2,Stock items partially received,Dynaman - Goods received,05 May 2015,20 May 2015,No,Cherry Melon ,"R19,588.62",R0.00,
,,,,,,,,,,,
PO#336864,,,No stock items received,Draft PO,05 May 2015,08 May 2015,No,edited-Posse ,R798.00,R0.00,
,,,,,,,,,,,
PO#336789,,,All stock items received,Dynaman - Goods received,05 May 2015,08 May 2015,No,STYLE REPUBLIC-Trigger ,R855.00,R0.00,
,,,,,,,,,,,
PO#336788,,,-,Draft PO,05 May 2015,08 May 2015,No,STYLE REPUBLIC-Trigger ,R0.00,R0.00,
,,,,,,,,,,,
PO#336512,,100151186 (samples),Stock items partially received,Dynaman - Goods received,04 May 2015,10 May 2015,No,Spree QC QC Team,"R3,191.94",R0.00,
,,,,,,,,,,,
PO#336299,,,-,Draft PO,04 May 2015,10 May 2015,No,Spree QC QC Team,R0.00,R0.00,
,,,,,,,,,,,
PO#335820,,,All stock items received,Dynaman - Goods received,04 May 2015,08 May 2015,No,Jewels and Lace ,R666.90,R0.00,
,,,,,,,,,,,
PO#335819,,Next EAN issues carton 250615,All stock items received,Dynaman - Goods received,04 May 2015,06 May 2015,No,Next ,R228.75,R0.00,
,,,,,,,,,,,
PO#335818,,100030071(SAMPLES),No stock items received,Dynaman - PO Created,04 May 2015,07 May 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#335817,,Next EAN issues carton 250596,All stock items received,Dynaman - Goods received,04 May 2015,06 May 2015,No,Next ,R457.50,R0.00,
,,,,,,,,,,,
PO#335816,,Next EAN issues carton 250450,All stock items received,Dynaman - Goods received,04 May 2015,06 May 2015,No,Next ,R800.63,R0.00,
,,,,,,,,,,,
PO#335815,,Next EAN queries carton 251102,All stock items received,Dynaman - Goods received,04 May 2015,06 May 2015,No,Next ,"R1,720.49",R0.00,
,,,,,,,,,,,
PO#335814,,Next EAN queries carton 250645,All stock items received,Dynaman - Goods received,04 May 2015,06 May 2015,No,Next ,R594.60,R0.00,
,,,,,,,,,,,
PO#335813,,Next EAN queries carton 250664,All stock items received,Dynaman - Goods received,04 May 2015,06 May 2015,No,Next ,R594.60,R0.00,
,,,,,,,,,,,
PO#335812,,Jean June2015/1,Stock items partially received,Dynaman - Goods received,04 May 2015,08 Jun 2015,No,Sensation Twin Clothing,"R13,953.60",R0.00,
,,,,,,,,,,,
PO#335767,,Next EAN queries carton 250611,All stock items received,Dynaman - Goods received,04 May 2015,06 May 2015,No,Next ,R594.60,R0.00,
,,,,,,,,,,,
PO#335766,,,-,Draft PO,04 May 2015,06 May 2015,No,Next ,R0.00,R0.00,
,,,,,,,,,,,
PO#335751,,Next EAN queries carton 250603,All stock items received,Dynaman - Goods received,04 May 2015,06 May 2015,No,Next ,R594.60,R0.00,
,,,,,,,,,,,
PO#335750,,Next EAN ueries carton 250522,All stock items received,Dynaman - Goods received,04 May 2015,06 May 2015,No,Next ,R594.60,R0.00,
,,,,,,,,,,,
PO#335749,,Mia dispcrepancy 04/05/2015,Stock items partially received,Dynaman - Goods received,04 May 2015,10 May 2015,No,Spree QC QC Team,"R8,404.60",R0.00,
,,,,,,,,,,,
PO#335748,,Next EAN queries carton 250495,All stock items received,Dynaman - Goods received,04 May 2015,06 May 2015,No,Next ,R297.30,R0.00,
,,,,,,,,,,,
PO#335747,,Next EAN queries carton 250391,All stock items received,Dynaman - Goods received,04 May 2015,06 May 2015,No,Next ,R594.60,R0.00,
,,,,,,,,,,,
PO#335746,,Next EAN queries carton 251132,All stock items received,Dynaman - Goods received,04 May 2015,06 May 2015,No,Next ,"R2,096.32",R0.00,
,,,,,,,,,,,
PO#335745,,Next EAN queries carton 251131,All stock items received,Dynaman - Goods received,04 May 2015,06 May 2015,No,Next ,"R3,144.49",R0.00,
,,,,,,,,,,,
PO#335744,,Next EAN queries carton 251130,All stock items received,Dynaman - Goods received,04 May 2015,06 May 2015,No,Next ,"R6,288.98",R0.00,
,,,,,,,,,,,
PO#335743,,NExt queries carton 251104,All stock items received,Dynaman - Goods received,04 May 2015,06 May 2015,No,Next ,"R1,048.16",R0.00,
,,,,,,,,,,,
PO#335657,,,All stock items received,Dynaman - Goods received,04 May 2015,05 May 2015,No,Sergeant Pepper ,R449.97,R0.00,
,,,,,,,,,,,
PO#335637,,jeannemarie_gomes_may_2015,Stock items partially received,Dynaman - Goods received,04 May 2015,08 May 2015,No,Errol Arendz ,"R11,099.04",R0.00,
,,,,,,,,,,,
PO#335636,,jeannemarie_gomes_may_2015,All stock items received,Dynaman - Goods received,04 May 2015,08 May 2015,No,Revenge ,"R2,280.00",R0.00,
,,,,,,,,,,,
PO#334035,,OS- 30.04.15,Stock items partially received,Dynaman - Goods received,30 Apr 2015,05 May 2015,No,WAREHOUSE OVERSUPPLY WAREHOUSE OVERSUPPLY,"R24,184.47",R0.00,
,,,,,,,,,,,
PO#333977,,,Stock items partially received,Dynaman - Goods received,30 Apr 2015,04 May 2015,No,(C) INCH-Kate Jordan Designs ,"R11,126.40",R0.00,
,,,,,,,,,,,
PO#333767,,149109,All stock items received,Dynaman - Goods received,30 Apr 2015,30 Apr 2015,No,Solid ,"R2,025.02",R0.00,
,,,,,,,,,,,
PO#333728,,100116484 (samples),Stock items partially received,Dynaman - Goods received,30 Apr 2015,06 May 2015,No,Spree QC QC Team,"R9,867.27",R0.00,
,,,,,,,,,,,
PO#333669,,100151570 (samples),Stock items partially received,Dynaman - Goods received,30 Apr 2015,06 May 2015,No,Spree QC QC Team,"R11,183.73",R0.00,
,,,,,,,,,,,
PO#333582,,100151185 (samples),Stock items partially received,Dynaman - Goods received,30 Apr 2015,06 May 2015,No,Spree QC QC Team,"R3,771.19",R0.00,
,,,,,,,,,,,
PO#333567,,100114940(Samples),Stock items partially received,Dynaman - Goods received,30 Apr 2015,03 May 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#333549,,100150974 (samples),Stock items partially received,Dynaman - Goods received,30 Apr 2015,06 May 2015,No,Spree QC QC Team,"R7,687.85",R0.00,
,,,,,,,,,,,
PO#333468,,100046939(Samples),Stock items partially received,Dynaman - Goods received,30 Apr 2015,03 May 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#333467,,100213691 (samples),Stock items partially received,Dynaman - Goods received,30 Apr 2015,06 May 2015,No,Spree QC QC Team,"R1,185.60",R0.00,
,,,,,,,,,,,
PO#333465,,100103949 (samples),Stock items partially received,Dynaman - Goods received,30 Apr 2015,06 May 2015,No,Spree QC QC Team,"R17,138.48",R0.00,
,,,,,,,,,,,
PO#333423,,100072388(Samples),No stock items received,Draft PO,30 Apr 2015,03 May 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#333422,,,Stock items partially received,Dynaman - Goods received,30 Apr 2015,03 May 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#333193,,kate jordan - peplum skirt,Stock items partially received,Dynaman - Goods Part Received,29 Apr 2015,06 May 2015,No,STYLE REPUBLIC-Kate Jordan ,"R12,312.00",R0.00,
,,,,,,,,,,,
PO#333163,,cowl dress,Stock items partially received,Dynaman - Goods Part Received,29 Apr 2015,06 May 2015,No,STYLE REPUBLIC-Kate Jordan ,"R18,468.00",R0.00,
,,,,,,,,,,,
PO#333134,,high waisted trouser,Stock items partially received,Dynaman - Goods Part Received,29 Apr 2015,11 May 2015,No,STYLE REPUBLIC-Kate Jordan ,"R16,929.00",R0.00,
,,,,,,,,,,,
PO#333002,,Mia Discrepancy Investigation 29/04/2015,Stock items partially received,Dynaman - Goods received,29 Apr 2015,05 May 2015,No,Spree QC QC Team,"R5,553.28",R0.00,
,,,,,,,,,,,
PO#332829,,,-,Cancel PO,29 Apr 2015,30 Apr 2015,No,Ladies Sensations ,R0.00,R0.00,
,,,,,,,,,,,
PO#332800,,jeannemarie_gomes_june_2015,Stock items partially received,Dynaman - Goods received,29 Apr 2015,11 May 2015,No,London Hub ,"R7,278.04",R0.00,
,,,,,,,,,,,
PO#332799,,repeat coat - pink velvet liezel,Stock items partially received,Dynaman - Goods Part Received,29 Apr 2015,04 May 2015,No,edit-Pink Velvet ,"R24,867.32",R0.00,
,,,,,,,,,,,
PO#332798,,,Stock items partially received,Dynaman - Goods received,29 Apr 2015,25 May 2015,No,Leigh Schubert Leigh Schubert Clothing,"R10,424.85",R0.00,
,,,,,,,,,,,
PO#332773,,jeannemarie_gomes_june_2015,Stock items partially received,Dynaman - Goods received,29 Apr 2015,01 Jun 2015,No,Fortune ,"R8,550.00",R0.00,
,,,,,,,,,,,
PO#332772,,jeannemarie_gomes_june_2015,Stock items partially received,Dynaman - Goods received,29 Apr 2015,08 Jun 2015,No,Five Legends Five Legends Clothing Ltd,"R9,240.81",R0.00,
,,,,,,,,,,,
PO#332771,,jeannemarie_gomes_june_2015,Stock items partially received,Dynaman - Goods Part Received,29 Apr 2015,25 May 2015,No,Michelle Ludek ,"R8,924.82",R0.00,
,,,,,,,,,,,
PO#332712,,eannemarie_gomes_june_2015,Stock items partially received,Dynaman - Goods received,29 Apr 2015,18 May 2015,No,Maya Prass Maya Prass Clothing,"R46,696.68",R0.00,
,,,,,,,,,,,
PO#332683,,jeannemarie_gomes_june_2015,Stock items partially received,Dynaman - Goods received,29 Apr 2015,08 Jun 2015,No,Blaklisted ,"R9,376.50",R0.00,
,,,,,,,,,,,
PO#332669,,,Stock items partially received,Dynaman - Goods Part Received,29 Apr 2015,29 Apr 2015,No,C INCH-Pink Velvet ,"R1,103.41",R0.00,
,,,,,,,,,,,
PO#332668,,jeannemarie_gomes_june_2015,Stock items partially received,Dynaman - Goods received,29 Apr 2015,25 May 2015,No,Ruff Tung ,"R30,389.41",R0.00,
,,,,,,,,,,,
PO#332667,,jeannemarie_gomes_june_2015,Stock items partially received,Dynaman - Goods received,29 Apr 2015,08 Jun 2015,No,Sway ,"R20,399.82",R0.00,
,,,,,,,,,,,
PO#332666,,JeanneMarie JUNE,Stock items partially received,Dynaman - Goods received,29 Apr 2015,01 Jun 2015,No,Guess The House Of Busby,"R15,378.00",R0.00,
,,,,,,,,,,,
PO#332612,,100213808(Samples),No stock items received,Dynaman - PO Created,29 Apr 2015,02 May 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
