Order ID,Invoice,Ref,,Status,Tax date,Delivery due,Drop-ship,Contact,Amount,Paid,Actions
,,,,,,,,,,,
PO#306311,,Jean1 May2015/9,Stock items partially received,Dynaman - Goods received,01 Apr 2015,04 May 2015,No,Karma Karma Collection,"R26,961.00",R0.00,
,,,,,,,,,,,
PO#306310,,Jean1 May2015/7,Stock items partially received,Dynaman - Goods received,01 Apr 2015,27 Apr 2015,No,Jenja The Chile Clothing Corporation,"R14,603.40",R0.00,
,,,,,,,,,,,
PO#306309,,Jean1 May2015/6,No stock items received,Cancel PO,01 Apr 2015,04 May 2015,No,Guess The House Of Busby,"R8,178.00",R0.00,
,,,,,,,,,,,
PO#306308,,Jean1 May2015/5,Stock items partially received,Dynaman - Goods received,01 Apr 2015,20 Apr 2015,No,G.COUTURE Toledo Clothing T/a G Couture,"R64,723.50",R0.00,
,,,,,,,,,,,
PO#306307,,Jean1 May2015/4,All stock items received,Dynaman - Goods received,01 Apr 2015,27 Apr 2015,No,Fortune ,"R16,843.50",R0.00,
,,,,,,,,,,,
PO#306306,,Jean1 May2015/3,All stock items received,Dynaman - Goods received,01 Apr 2015,27 Apr 2015,No,Errol Arendz ,"R22,763.52",R0.00,
,,,,,,,,,,,
PO#306305,,Jean1 May2015/2,Stock items partially received,Dynaman - Goods received,01 Apr 2015,11 May 2015,No,Amanda Laird Cherry Amanda Laird Cherry Cc,"R27,736.20",R0.00,
,,,,,,,,,,,
PO#306304,,Jean1 May2015/1,Stock items partially received,Dynaman - Goods received,01 Apr 2015,20 Apr 2015,No,Adam & Eve The Adam And Eve Studio Cc,"R20,563.32",R0.00,
,,,,,,,,,,,
PO#306288,,Kerry May2015/16,Stock items partially received,Dynaman - Goods received,01 Apr 2015,28 Apr 2015,No,Blend ,"R2,924.10",R0.00,
,,,,,,,,,,,
PO#306287,,Kerry May2015/15,Stock items partially received,Dynaman - Goods received,01 Apr 2015,04 May 2015,No,Fabric Corporation (Pty) Ltd ,"R7,343.88",R0.00,
,,,,,,,,,,,
PO#306286,,Kerry May2015/14,Stock items partially received,Dynaman - Goods received,01 Apr 2015,20 Apr 2015,No,Wechsler Wechsler,"R16,716.39",R0.00,
,,,,,,,,,,,
PO#306285,,Kerry May2015/13,Stock items partially received,Dynaman - Goods received,01 Apr 2015,27 Apr 2015,No,Transnatal Cut Glass ,"R2,685.84",R0.00,
,,,,,,,,,,,
PO#306284,,Kerry May2015/12,No stock items received,Cancel PO,01 Apr 2015,05 Apr 2015,No,Nest-Wecshler Wecshler,"R3,591.00",R0.00,
,,,,,,,,,,,
PO#306283,,Kerry May2015/11,Stock items partially received,Dynaman - Goods received,01 Apr 2015,04 May 2015,No,Funki Lines Funki Lines,"R3,590.06",R0.00,
,,,,,,,,,,,
PO#306282,,Kerry May2015/10,Stock items partially received,Dynaman - Goods received,01 Apr 2015,04 May 2015,No,Grey gardens ,"R4,076.64",R0.00,
,,,,,,,,,,,
PO#306281,,Kerry May2015/9,No stock items received,Cancel PO,01 Apr 2015,04 Apr 2015,No,Eetrite ,R213.75,R0.00,
,,,,,,,,,,,
PO#306280,,Kerry May2015/8,Stock items partially received,Dynaman - Goods Part Received,01 Apr 2015,27 Apr 2015,No,Character Group ,"R4,009.89",R0.00,
,,,,,,,,,,,
PO#306279,,Kerry May2015/7,No stock items received,Cancel PO,01 Apr 2015,04 Apr 2015,No,Nest ,R169.29,R0.00,
,,,,,,,,,,,
PO#306278,,Kerry May2015/6,All stock items received,Dynaman - Goods received,01 Apr 2015,28 Apr 2015,No,Pamper and Hamper ,"R2,649.92",R0.00,
,,,,,,,,,,,
PO#306276,,Kerry May2015/4,All stock items received,Dynaman - Goods received,01 Apr 2015,20 Apr 2015,No,Bali Trading ,"R1,413.60",R0.00,
,,,,,,,,,,,
PO#306275,,Kerry May2015/3,Stock items partially received,Dynaman - Goods received,01 Apr 2015,11 May 2015,No,Home & Catering Suppliers Home & Catering Suppliers,R804.96,R0.00,
,,,,,,,,,,,
PO#306274,,Kerry May2015/2,No stock items received,Cancel PO,01 Apr 2015,02 Apr 2015,No,Bakeware ,R544.24,R0.00,
,,,,,,,,,,,
PO#306273,,Kerry May2015/1,Stock items partially received,Dynaman - Goods received,01 Apr 2015,11 May 2015,No,Big Blue ,"R5,002.32",R0.00,
,,,,,,,,,,,
PO#306050,,OS- 31.03.15,Stock items partially received,Dynaman - Goods received,31 Mar 2015,05 Apr 2015,No,WAREHOUSE OVERSUPPLY WAREHOUSE OVERSUPPLY,"R23,879.18",R0.00,
,,,,,,,,,,,
PO#306049,,,Stock items partially received,Dynaman - Goods Part Received,31 Mar 2015,02 Apr 2015,No,(C) INCH-Kate Jordan Designs ,"R20,930.40",R0.00,
,,,,,,,,,,,
PO#305940,,longer length shirt,Stock items partially received,Dynaman - Goods received,31 Mar 2015,03 Apr 2015,No,edit-afrodizzy ,"R15,390.00",R0.00,
,,,,,,,,,,,
PO#305594,,Kristy May2015/21,Stock items partially received,Dynaman - Goods received,31 Mar 2015,15 Apr 2015,No,Mega shoes ,"R109,411.06",R0.00,
,,,,,,,,,,,
PO#305591,,Kristy May2015/20,Stock items partially received,Dynaman - Goods Part Received,31 Mar 2015,22 Apr 2015,No,Thats it ,"R74,350.80",R0.00,
,,,,,,,,,,,
PO#305589,,Kristy May2015/19,No stock items received,Dynaman - PO Created,31 Mar 2015,22 Apr 2015,No,Cuddle up ,"R15,595.20",R0.00,
,,,,,,,,,,,
PO#305587,,Kristy May2015/18,Stock items partially received,Dynaman - Goods received,31 Mar 2015,22 Apr 2015,No,Moda Scapa ,"R46,101.60",R0.00,
,,,,,,,,,,,
PO#305564,,Kristy May2015/17,Stock items partially received,Dynaman - Goods received,31 Mar 2015,15 Apr 2015,No,Viameera ,"R16,257.96",R0.00,
,,,,,,,,,,,
PO#305563,,Kristy May2015/16,All stock items received,Dynaman - Goods received,31 Mar 2015,08 Apr 2015,No,STYLE REPUBLIC-hk xiaopin finery ,"R4,875.45",R0.00,
,,,,,,,,,,,
PO#305561,,Kristy May2015/15,Stock items partially received,Dynaman - Goods Part Received,31 Mar 2015,29 Apr 2015,No,Urbanart ,"R18,536.40",R0.00,
,,,,,,,,,,,
PO#305560,,Kristy May2015/14,Stock items partially received,Dynaman - Goods received,31 Mar 2015,29 Apr 2015,No,Gia ,"R36,662.40",R0.00,
,,,,,,,,,,,
PO#305559,,Kristy May2015/13,Stock items partially received,Dynaman - Goods received,31 Mar 2015,22 Apr 2015,No,PC Hometextiles CC ,"R11,534.64",R0.00,
,,,,,,,,,,,
PO#305555,,Kristy May2015/12,Stock items partially received,Dynaman - Goods received,31 Mar 2015,15 Apr 2015,No,Awol ,"R61,802.12",R0.00,
,,,,,,,,,,,
PO#305554,,Kristy May2015/11,Stock items partially received,Dynaman - Goods Part Received,31 Mar 2015,22 Apr 2015,No,Dolce Vita ,"R31,600.80",R0.00,
,,,,,,,,,,,
PO#305552,,Kristy May2015/10,No stock items received,Dynaman - PO Created,31 Mar 2015,06 May 2015,No,Dazzle ,"R25,735.50",R0.00,
,,,,,,,,,,,
PO#305548,,Kristy May2015/9,Stock items partially received,Dynaman - Goods Part Received,31 Mar 2015,29 Apr 2015,No,Miss Black ,"R187,467.36",R0.00,
,,,,,,,,,,,
PO#305547,,Kristy May2015/8,All stock items received,Dynaman - Goods received,31 Mar 2015,29 Apr 2015,No,Pauls Boutique Paul's Boutique & Marc B,"R5,415.00",R0.00,
,,,,,,,,,,,
PO#305546,,Kristy May2015/7,No stock items received,Dynaman - PO Created,31 Mar 2015,29 Apr 2015,No,Queue shoes Queue shoes,"R14,227.20",R0.00,
,,,,,,,,,,,
PO#305545,,Kristy May2015/6,Stock items partially received,Dynaman - Goods received,31 Mar 2015,22 Apr 2015,No,Soviet ,"R6,539.04",R0.00,
,,,,,,,,,,,
PO#305541,,Kristy May2015/5,Stock items partially received,Dynaman - Goods received,31 Mar 2015,29 Apr 2015,No,Plum Global Worming,"R123,406.08",R0.00,
,,,,,,,,,,,
PO#305539,,Kristy May2015/4,Stock items partially received,Dynaman - Goods received,31 Mar 2015,06 May 2015,No,Sam Star ,"R18,023.40",R0.00,
,,,,,,,,,,,
PO#305538,,Kristy May2015/3,No stock items received,Dynaman - PO Created,31 Mar 2015,29 Apr 2015,No,Converse Skye Distribution,"R12,173.84",R0.00,
,,,,,,,,,,,
PO#305537,,Kristy May2015/2,Stock items partially received,Dynaman - Goods received,31 Mar 2015,29 Apr 2015,No,Errol Arendz ,"R16,534.90",R0.00,
,,,,,,,,,,,
PO#305536,,Kristy May2015/1,All stock items received,Dynaman - Goods received,31 Mar 2015,29 Apr 2015,No,Joy Collectables Joya Collection Cc,"R2,667.60",R0.00,
,,,,,,,,,,,
PO#305513,,Mia Discrepancy Investigation 31/03/2015,Stock items partially received,Dynaman - Goods received,31 Mar 2015,06 Apr 2015,No,Spree QC QC Team,"R5,499.84",R0.00,
,,,,,,,,,,,
PO#305512,,Extra sizes to be added.,All stock items received,Dynaman - Goods received,31 Mar 2015,03 Apr 2015,No,London Hub ,"R3,210.24",R0.00,
,,,,,,,,,,,
PO#305312,,30/03/15,Stock items partially received,Dynaman - Goods received,30 Mar 2015,02 Apr 2015,No,STYLE REPUBLIC-Trigger ,"R1,539.00",R0.00,
,,,,,,,,,,,
PO#305012,,,-,Draft PO,30 Mar 2015,05 Apr 2015,No,Ipanema ,R0.00,R0.00,
,,,,,,,,,,,
PO#304934,,Mia Discrepancy Investigation 30/03/2015,All stock items received,Dynaman - Goods received,30 Mar 2015,05 Apr 2015,No,Spree QC QC Team,"R2,536.70",R0.00,
,,,,,,,,,,,
PO#304809,,"Sent from WH, tagged incorrectly",All stock items received,Dynaman - Goods received,30 Mar 2015,06 Apr 2015,No,Ruff Tung ,R353.40,R0.00,
,,,,,,,,,,,
PO#304808,,Sample sent from HO,All stock items received,Dynaman - Goods received,30 Mar 2015,06 Apr 2015,No,OTHELIA by KLuK CGDT ,"R1,436.40",R0.00,
,,,,,,,,,,,
PO#304726,,kristy3 November2014/1,No stock items received,Cancel PO,30 Mar 2015,01 Apr 2015,No,Superga ,"R5,928.00",R0.00,
,,,,,,,,,,,
PO#303637,,SPR198L - pencil work dress,Stock items partially received,Dynaman - Goods Part Received,27 Mar 2015,31 Mar 2015,No,edit-Posse Clothing Edit-posse Clothing,"R9,910.60",R0.00,
,,,,,,,,,,,
PO#303610,,miracle dress,Stock items partially received,Dynaman - Goods Part Received,27 Mar 2015,30 Mar 2015,No,edit-Posse Clothing Edit-posse Clothing,"R21,090.00",R0.00,
,,,,,,,,,,,
PO#303590,,draped back blouse,Stock items partially received,Dynaman - Goods Part Received,27 Mar 2015,01 Apr 2015,No,edit-Kate Jordan ,"R11,286.00",R0.00,
,,,,,,,,,,,
PO#303556,,cowl neck jersey,Stock items partially received,Dynaman - Goods Part Received,27 Mar 2015,01 Apr 2015,No,edit-Kate Jordan ,"R10,773.00",R0.00,
,,,,,,,,,,,
PO#303555,,Catherine March2015/1,Stock items partially received,Dynaman - Goods received,27 Mar 2015,02 Apr 2015,No,Astrid Ray Astrid Ray Maternity Wear,"R25,897.65",R0.00,
,,,,,,,,,,,
PO#303529,,Habits velvet dresses 27/03/15,No stock items received,Cancel PO,27 Mar 2015,30 Mar 2015,No,Habits Habits Boutique,"R6,600.60",R0.00,
,,,,,,,,,,,
PO#303502,,,-,Draft PO,27 Mar 2015,29 Mar 2015,No,Pierre Cardin Intershu Distributors,R0.00,R0.00,
,,,,,,,,,,,
PO#303501,,Bukiwe april/2015,All stock items received,Dynaman - Goods received,27 Mar 2015,06 Apr 2015,No,Bronx ,"R5,899.50",R0.00,
,,,,,,,,,,,
PO#303431,,,-,Draft PO,27 Mar 2015,28 Mar 2015,No,Bronx ,R0.00,R0.00,
,,,,,,,,,,,
PO#303386,,Zendesk/stylerepublic,Stock items partially received,Dynaman - Goods Part Received,27 Mar 2015,30 Mar 2015,No,STYLE REPUBLIC-hk xiaopin finery ,"R14,364.00",R0.00,
,,,,,,,,,,,
PO#303311,,Samples 27/03/2015 Rose,Stock items partially received,Dynaman - Goods received,27 Mar 2015,02 Apr 2015,No,Spree QC QC Team,"R16,063.69",R0.00,
,,,,,,,,,,,
PO#303258,,Catherine April2015/6,All stock items received,Dynaman - Goods received,27 Mar 2015,30 Mar 2015,No,Lithe-Trigger ,"R9,234.00",R0.00,
,,,,,,,,,,,
PO#303093,,,All stock items received,Dynaman - Goods received,27 Mar 2015,01 Apr 2015,No,Superga ,R399.00,R0.00,
,,,,,,,,,,,
PO#302921,,Jean2 April2015/1,All stock items received,Dynaman - Goods received,27 Mar 2015,17 Apr 2015,No,G.COUTURE Toledo Clothing T/a G Couture,"R5,985.00",R0.00,
,,,,,,,,,,,
PO#300812,,,Stock items partially received,Dynaman - Goods received,26 Mar 2015,27 Mar 2015,No,(C) INCH-Kate Jordan Designs ,"R38,942.40",R0.00,
,,,,,,,,,,,
PO#300679,,OS-26.03.15,All stock items received,Dynaman - Goods received,26 Mar 2015,30 Mar 2015,No,STYLE REPUBLIC-Posse STYLE REPUBLIC-Posse clothing,"R1,596.00",R0.00,
,,,,,,,,,,,
PO#300676,,,-,Dynaman - Goods Part Received,26 Mar 2015,27 Mar 2015,No,C INCH-Pink Velvet ,"R15,253.20",R0.00,
,,,,,,,,,,,
PO#300021,,Clarissa1 April2015/1,No stock items received,Cancel PO,26 Mar 2015,31 Mar 2015,No,(C) INCH-Kate Jordan Designs ,"R16,131.00",R0.00,
,,,,,,,,,,,
PO#299955,,Diane5 April2015/2,Stock items partially received,Dynaman - Goods received,26 Mar 2015,08 Apr 2015,No,Guess The House Of Busby,"R31,194.77",R0.00,
,,,,,,,,,,,
PO#299954,,cowl back dress,Stock items partially received,Dynaman - Goods Part Received,26 Mar 2015,27 Mar 2015,No,STYLE REPUBLIC-Kate Jordan ,"R12,768.00",R0.00,
,,,,,,,,,,,
PO#299953,,style republic a-line skirt,Stock items partially received,Dynaman - Goods Part Received,26 Mar 2015,27 Mar 2015,No,STYLE REPUBLIC-Kate Jordan ,"R15,903.00",R0.00,
,,,,,,,,,,,
PO#299952,,cross-over dress,Stock items partially received,Dynaman - Goods received,26 Mar 2015,27 Mar 2015,No,edit-Kate Jordan ,"R14,877.00",R0.00,
,,,,,,,,,,,
PO#299951,,wrap bodysuit,Stock items partially received,Dynaman - Goods Part Received,26 Mar 2015,27 Mar 2015,No,edit-Kate Jordan ,"R11,286.00",R0.00,
,,,,,,,,,,,
PO#299950,,spr200L - Stone drape dress,All stock items received,Dynaman - Goods received,26 Mar 2015,30 Mar 2015,No,edit-Posse Clothing Edit-posse Clothing,"R9,910.60",R0.00,
,,,,,,,,,,,
PO#298761,,Zendesk/grasshopper,All stock items received,Draft PO,25 Mar 2015,27 Mar 2015,No,Watson ,R0.00,R0.00,
,,,,,,,,,,,
PO#298704,,zendesk/K-star,All stock items received,Dynaman - Goods received,25 Mar 2015,31 Mar 2015,No,K-Star Accessories ,"R3,245.60",R0.00,
,,,,,,,,,,,
PO#298514,,OS-26.03.15,Stock items partially received,Dynaman - Goods received,25 Mar 2015,30 Mar 2015,No,WAREHOUSE OVERSUPPLY WAREHOUSE OVERSUPPLY,"R19,125.03",R0.00,
,,,,,,,,,,,
PO#298368,,Megan3 April2015/3,No stock items received,PO Emailed To Supplier,25 Mar 2015,31 Mar 2015,No,edit-ontrend trading ,"R18,468.00",R0.00,
,,,,,,,,,,,
PO#298367,,Megan3 April2015/2,No stock items received,Cancel PO,25 Mar 2015,31 Mar 2015,No,STYLE REPUBLIC-ontrend trading ,"R36,936.00",R0.00,
,,,,,,,,,,,
PO#298366,,Megan3 April2015/1,All stock items received,Dynaman - Goods received,25 Mar 2015,27 Mar 2015,No,Habits Habits Boutique,"R15,321.60",R0.00,
,,,,,,,,,,,
PO#298045,,100170123(Samples),Stock items partially received,Dynaman - Goods received,25 Mar 2015,28 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#297790,,WMay:Raglan tee,Stock items partially received,Dynaman - Goods received,25 Mar 2015,27 Apr 2015,No,STYLE REPUBLIC-Kate Jordan ,"R6,270.00",R0.00,
,,,,,,,,,,,
PO#297789,,WMay:Longer length tee,Stock items partially received,Dynaman - Goods received,25 Mar 2015,27 Apr 2015,No,STYLE REPUBLIC-Kate Jordan ,"R2,565.00",R0.00,
,,,,,,,,,,,
PO#297770,,WMay:2 pleat jogger,Stock items partially received,Dynaman - Goods Part Received,25 Mar 2015,27 Apr 2015,No,STYLE REPUBLIC-Kate Jordan ,"R4,987.50",R0.00,
,,,,,,,,,,,
PO#297763,,,-,Draft PO,25 Mar 2015,27 Mar 2015,No,Kate Jordan ,R0.00,R0.00,
,,,,,,,,,,,
PO#297732,,WMay:Work blazer,All stock items received,Dynaman - Goods received,25 Mar 2015,20 Apr 2015,No,STYLE REPUBLIC-Posse STYLE REPUBLIC-Posse clothing,"R6,990.02",R0.00,
,,,,,,,,,,,
PO#297680,,WMay: Sports shorts,Stock items partially received,Dynaman - Goods Part Received,25 Mar 2015,20 Apr 2015,No,Lithe-Trigger ,"R5,700.00",R0.00,
,,,,,,,,,,,
PO#297664,,WMay:Sports Jacket,All stock items received,Dynaman - Goods received,25 Mar 2015,20 Apr 2015,No,Lithe-Trigger ,"R6,840.00",R0.00,
,,,,,,,,,,,
PO#297634,,WMay: Sport pants,Stock items partially received,Dynaman - Goods Part Received,25 Mar 2015,20 Apr 2015,No,Lithe-Trigger ,"R4,959.00",R0.00,
,,,,,,,,,,,
PO#297630,,Trigger:Single jersey colourtip tee,Stock items partially received,Dynaman - Goods Part Received,25 Mar 2015,20 Apr 2015,No,Lithe-Trigger ,"R4,788.00",R0.00,
,,,,,,,,,,,
PO#297629,,100176988(Samples),Stock items partially received,Dynaman - Goods received,25 Mar 2015,28 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#297628,,,All stock items received,Dynaman - Goods received,25 Mar 2015,01 Apr 2015,No,Pickalilly ,R478.80,R0.00,
,,,,,,,,,,,
PO#297627,,WMay: Running shorts,Stock items partially received,Dynaman - Goods Part Received,25 Mar 2015,20 Apr 2015,No,Lithe-Trigger ,"R9,234.00",R0.00,
,,,,,,,,,,,
PO#297626,,100151784 (Samples),Stock items partially received,Dynaman - Goods received,25 Mar 2015,28 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#297625,,WMay:Performance Tee,Stock items partially received,Dynaman - Goods Part Received,25 Mar 2015,20 Apr 2015,No,Lithe-Trigger ,"R5,472.00",R0.00,
,,,,,,,,,,,
PO#297624,,WMay: Performance Jacket,Stock items partially received,Dynaman - Goods Part Received,25 Mar 2015,20 Apr 2015,No,Lithe-Trigger ,"R10,032.00",R0.00,
,,,,,,,,,,,
PO#297623,,WMay: Neon long sleeve tee,Stock items partially received,Dynaman - Goods Part Received,25 Mar 2015,20 Apr 2015,No,Lithe-Trigger ,"R5,016.00",R0.00,
,,,,,,,,,,,
PO#297622,,WMay: Workers Jacket,Stock items partially received,Dynaman - Goods received,25 Mar 2015,20 Apr 2015,No,STYLE REPUBLIC-Trigger ,"R11,628.00",R0.00,
,,,,,,,,,,,
PO#297621,,,-,Draft PO,25 Mar 2015,28 Mar 2015,No,STYLE REPUBLIC-Trigger ,R0.00,R0.00,
,,,,,,,,,,,
PO#297042,,wh query willem,All stock items received,Dynaman - Goods received,24 Mar 2015,27 Mar 2015,No,edited-Posse ,"R1,185.60",R0.00,
,,,,,,,,,,,
PO#296956,,OS- 24.03.15,All stock items received,Dynaman - Goods received,24 Mar 2015,29 Mar 2015,No,WAREHOUSE OVERSUPPLY WAREHOUSE OVERSUPPLY,"R5,611.89",R0.00,
,,,,,,,,,,,
PO#296799,,wh query Willem,Stock items partially received,Dynaman - Goods received,24 Mar 2015,24 Mar 2015,No,STYLE REPUBLIC-Trigger ,"R3,135.00",R0.00,
,,,,,,,,,,,
PO#296602,,WMay: Long sleeve top with thumb inset,Stock items partially received,Dynaman - Goods Part Received,24 Mar 2015,20 Apr 2015,No,Lithe-Trigger ,"R10,260.00",R0.00,
,,,,,,,,,,,
PO#296601,,WMay: Lightweight parka,Stock items partially received,Dynaman - Goods Part Received,24 Mar 2015,20 Apr 2015,No,STYLE REPUBLIC-Trigger ,"R9,234.00",R0.00,
,,,,,,,,,,,
PO#296600,,WMay:Trench coat,Stock items partially received,Dynaman - Goods received,24 Mar 2015,20 Apr 2015,No,edited-Posse ,"R8,990.04",R0.00,
,,,,,,,,,,,
PO#296599,,WMay:Curved L/S Tee,Stock items partially received,Dynaman - Goods received,24 Mar 2015,27 Apr 2015,No,STYLE REPUBLIC-Kate Jordan ,"R5,130.00",R0.00,
,,,,,,,,,,,
PO#296598,,WMay: Baseball jacket,Stock items partially received,Dynaman - Goods Part Received,24 Mar 2015,27 Apr 2015,No,STYLE REPUBLIC-Posse STYLE REPUBLIC-Posse clothing,"R5,996.40",R0.00,
,,,,,,,,,,,
PO#296579,,,All stock items received,Dynaman - Goods received,24 Mar 2015,02 Apr 2015,No,Essence ,R874.47,R0.00,
,,,,,,,,,,,
PO#296567,,,-,Draft PO,24 Mar 2015,25 Mar 2015,No,Essence ,R0.00,R0.00,
,,,,,,,,,,,
PO#296020,,,-,Draft PO,23 Mar 2015,24 Mar 2015,No,Essence ,R0.00,R0.00,
,,,,,,,,,,,
PO#296019,,,-,Draft PO,23 Mar 2015,24 Mar 2015,No,Essence ,R0.00,R0.00,
,,,,,,,,,,,
PO#295950,,#sally - crew neck jersey,Stock items partially received,Dynaman - Goods received,23 Mar 2015,25 Mar 2015,No,EDIT-CHAPATTI ,"R9,952.20",R0.00,
,,,,,,,,,,,
PO#295949,,POC/CHAPATI/23MARCH15,Stock items partially received,Dynaman - Goods Part Received,23 Mar 2015,27 Mar 2015,No,Style Republic-CHAPATTI ,"R3,847.50",R0.00,
,,,,,,,,,,,
PO#295635,,Craig1 April2015/6,All stock items received,Dynaman - Goods received,23 Mar 2015,25 Mar 2015,No,Lee ,"R6,634.80",R0.00,
,,,,,,,,,,,
PO#295634,,Craig1 April2015/5,Stock items partially received,Dynaman - Goods received,23 Mar 2015,30 Mar 2015,No,Smith & Jones ,"R18,499.46",R0.00,
,,,,,,,,,,,
PO#295633,,Craig1 April2015/4,No stock items received,Cancel PO,23 Mar 2015,01 Apr 2015,No,Tokyo Tigers ,"R10,799.46",R0.00,
,,,,,,,,,,,
PO#295632,,Craig1 April2015/3,No stock items received,Cancel PO,23 Mar 2015,26 Mar 2015,No,POLO ,"R3,283.20",R0.00,
,,,,,,,,,,,
PO#295631,,Craig1 April2015/2,All stock items received,Dynaman - Goods received,23 Mar 2015,31 Mar 2015,No,Rvca ,"R11,434.42",R0.00,
,,,,,,,,,,,
PO#295630,,Craig1 April2015/1,No stock items received,Cancel PO,23 Mar 2015,26 Mar 2015,No,466/64 ,"R5,999.70",R0.00,
,,,,,,,,,,,
PO#295605,,,-,Draft PO,23 Mar 2015,28 Mar 2015,No,C INCH-Kate Jordan Designs ,R0.00,R0.00,
,,,,,,,,,,,
PO#295565,,100123469(Samples),No stock items received,Dynaman - PO Created,23 Mar 2015,26 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#295564,,100101308(Samples),Stock items partially received,Dynaman - Goods received,23 Mar 2015,26 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#295550,,Catherine1 April2015/1,All stock items received,Dynaman - Goods received,23 Mar 2015,25 Mar 2015,No,Cherry Melon ,"R10,176.78",R0.00,
,,,,,,,,,,,
PO#295518,,Clarissa April2015/3,No stock items received,Cancel PO,23 Mar 2015,29 Mar 2015,No,C INCH-Chapatti ,"R67,955.40",R0.00,
,,,,,,,,,,,
PO#295517,,Clarissa April2015/2,No stock items received,Cancel PO,23 Mar 2015,28 Mar 2015,No,C INCH-Pink Velvet ,"R114,963.30",R0.00,
,,,,,,,,,,,
PO#295516,,Clarissa April2015/1,No stock items received,Cancel PO,23 Mar 2015,28 Mar 2015,No,C INCH-Kate Jordan Designs ,"R105,878.64",R0.00,
,,,,,,,,,,,
PO#294426,,Mia Discrepancy Investigation 20/03/2015,Stock items partially received,Dynaman - Goods received,20 Mar 2015,26 Mar 2015,No,Spree QC QC Team,"R4,015.88",R0.00,
,,,,,,,,,,,
PO#294393,,SPR203L - zip tube skirt,All stock items received,Dynaman - Goods received,20 Mar 2015,23 Mar 2015,No,STYLE REPUBLIC-Posse STYLE REPUBLIC-Posse clothing,"R14,789.48",R0.00,
,,,,,,,,,,,
PO#294392,,SPR198L - pencil work dress,Stock items partially received,Dynaman - Goods Part Received,20 Mar 2015,23 Mar 2015,No,edit-Posse Clothing Edit-posse Clothing,"R20,329.60",R0.00,
,,,,,,,,,,,
PO#294375,,100174218(Samples),Stock items partially received,Dynaman - Goods received,20 Mar 2015,23 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#294357,,100164446(Samples),Stock items partially received,Dynaman - Goods received,20 Mar 2015,23 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#294327,,one shoulder bodycon,Stock items partially received,Dynaman - Goods received,20 Mar 2015,23 Mar 2015,No,STYLE REPUBLIC-Afrodizzy ,"R21,888.00",R0.00,
,,,,,,,,,,,
PO#294320,,cowl back dress,Stock items partially received,Dynaman - Goods Part Received,20 Mar 2015,23 Mar 2015,No,STYLE REPUBLIC-Afrodizzy ,"R31,655.52",R0.00,
,,,,,,,,,,,
PO#294128,,zendesk-#131335,All stock items received,Dynaman - Goods received,20 Mar 2015,29 Mar 2015,No,Crosshatch ,R399.98,R0.00,
,,,,,,,,,,,
PO#294127,,Beauty1 March2015/2,Stock items partially received,Dynaman - Goods received,20 Mar 2015,23 Mar 2015,No,Icon ,"R39,523.67",R0.00,
,,,,,,,,,,,
PO#294126,,Beauty1 March2015/1,All stock items received,Dynaman - Goods received,20 Mar 2015,24 Mar 2015,No,27Pinkx ,"R5,950.80",R0.00,
,,,,,,,,,,,
PO#294036,,,All stock items received,Dynaman - Goods received,20 Mar 2015,20 Mar 2015,No,Lazkam Investments ,R682.86,R0.00,
,,,,,,,,,,,
PO#293961,,100177186 (Samples),Stock items partially received,Dynaman - Goods received,20 Mar 2015,23 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#293926,,Khanitah1 October2014/2,Stock items partially received,Dynaman - Goods Part Received,20 Mar 2015,20 Mar 2015,No,STYLE REPUBLIC-hk xiaopin finery ,"R12,151.54",R0.00,
,,,,,,,,,,,
PO#293925,,Khanitah1 October2014/1,No stock items received,Draft PO,20 Mar 2015,22 Mar 2015,No,STYLE REPUBLIC-Pink Velvet ,"R1,543.80",R0.00,
,,,,,,,,,,,
PO#293732,,100090091(Samples),No stock items received,Draft PO,19 Mar 2015,22 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#293724,,100132349(Samples),Stock items partially received,Dynaman - Goods received,19 Mar 2015,22 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#293716,,100121427(Samples),No stock items received,Draft PO,19 Mar 2015,22 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#293715,,100095508(Samples),Stock items partially received,Dynaman - Goods received,19 Mar 2015,22 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#293714,,100132356(Samples),Stock items partially received,Dynaman - Goods received,19 Mar 2015,22 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
PO#293634,,100132356(Samples),No stock items received,Draft PO,19 Mar 2015,22 Mar 2015,No,Spree ,R0.00,R0.00,
,,,,,,,,,,,
